feature,importance_mean,importance_std
x0_Chevrolet,2975.438725766776,211.73941579094262
x0_Chevy,2068.942284634024,154.5120025264971
number_of_cylinders,905.6699279379158,191.20273949991844
x0_Chrysler,643.7130104397634,138.6671619332071
x0_Acura,356.9930902048318,79.59788307594188
x0_ACURA,0.0,0.0
year_num,0.0,0.0
mileage_num,0.0,0.0
x0_Buick,0.0,0.0
x0_BMW,0.0,0.0
x0_Audi,0.0,0.0
x0_CHEVROLET,0.0,0.0
