feature,importance_mean,importance_std
x0_CHEVROLET,2929.911281666913,168.6471100302006
x0_CHRYSLER,2313.9464805877396,145.77266097053672
number_of_cylinders,542.319997052675,64.97328159261566
x0_Chevrolet,514.6982572871451,126.14340663445297
x0_BMW,445.1954389986783,57.870606506908345
x0_AMC,168.62183845451773,35.451903646158144
year_num,0.0,0.0
mileage_num,0.0,0.0
x0_ACURA,0.0,0.0
x0_Acura,0.0,0.0
x0_Audi,0.0,0.0
x0_Buick,0.0,0.0
